S. No.,Reg_No,Campus,Package,Company,Branch,CTC
563,21BCE2653,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
564,21BCE2656,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
565,21BCE2656,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
566,21BCE2661,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
567,21BCE2661,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
568,21BCE2664,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
569,21BCE2680,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
570,21BCE2694,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
571,21BCE2703,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
572,21BCE2709,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
573,21BCE2709,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
574,21BCE2710,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
575,21BCE2726,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
576,21BCE2726,VIT - Vellore,,Infosys,BCE,3.6LPA
577,21BCE2726,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
578,21BCE2732,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
579,21BCE2732,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
580,21BCE2738,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
581,21BCE2741,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
582,21BCE2749,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
583,21BCE2756,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
584,21BCE2756,VIT - Vellore,,LTIMindtree,BCE,4LPA
585,21BCE2756,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
586,21BCE2768,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
587,21BCE2768,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
588,21BCE2769,VIT - Vellore,,LTIMindtree,BCE,4LPA
589,21BCE2771,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
590,21BCE2775,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
591,21BCE2790,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
592,21BCE2790,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
593,21BCE2799,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
594,21BCE2802,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
595,21BCE2811,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
596,21BCE2817,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
597,21BCE2831,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
598,21BCE2859,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
599,21BCE2861,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
600,21BCE2865,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
601,21BCE2941,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
602,21BCE2947,VIT - Vellore,,Infosys,BCE,3.6LPA
603,21BCE2947,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
604,21BCE2954,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
605,21BCE2961,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
606,21BCE2965,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
607,21BCE2965,VIT - Vellore,,Infosys,BCE,3.6LPA
608,21BCE2977,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
609,21BCE2982,VIT - Vellore,,Infosys,BCE,3.6LPA
610,21BCE2982,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
611,21BCE2983,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
612,21BCE2983,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
613,21BCE2985,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
614,21BCE2990,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
615,21BCE2996,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
616,21BCE2999,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
617,21BCE2999,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
618,21BCE3003,VIT - Vellore,,LTIMindtree,BCE,4LPA
619,21BCE3003,VIT - Vellore,,Infosys,BCE,3.6LPA
620,21BCE3003,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
621,21BCE3015,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
622,21BCE3023,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
623,21BCE3024,VIT - Vellore,,Infosys,BCE,3.6LPA
624,21BCE3024,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
625,21BCE3027,VIT - Vellore,,Infosys,BCE,3.6LPA
626,21BCE3027,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
627,21BCE3042,VIT - Vellore,,LTIMindtree,BCE,4LPA
628,21BCE3042,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
629,21BCE3049,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
630,21BCE3059,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
631,21BCE3071,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
632,21BCE3071,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
633,21BCE3094,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
634,21BCE3138,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
635,21BCE3140,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
636,21BCE3150,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
637,21BCE3162,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
638,21BCE3164,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
639,21BCE3170,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
640,21BCE3181,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
641,21BCE3188,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
642,21BCE3190,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
643,21BCE3190,VIT - Vellore,,Infosys,BCE,3.6LPA
644,21BCE3220,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
645,21BCE3225,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
646,21BCE3228,VIT - Vellore,,LTIMindtree,BCE,4LPA
647,21BCE3228,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
648,21BCE3231,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
649,21BCE3232,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
650,21BCE3232,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
651,21BCE3252,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
652,21BCE3259,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
653,21BCE3259,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
654,21BCE3277,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
655,21BCE3279,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
656,21BCE3285,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
657,21BCE3304,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
658,21BCE3309,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
659,21BCE3310,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
660,21BCE3311,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
661,21BCE3314,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
662,21BCE3320,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
663,21BCE3332,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
664,21BCE3340,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
665,21BCE3351,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
666,21BCE3368,VIT - Vellore,,LTIMindtree,BCE,4LPA
667,21BCE3373,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
668,21BCE3397,VIT - Vellore,,LTIMindtree,BCE,4LPA
669,21BCE3397,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
670,21BCE3417,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
671,21BCE3425,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
672,21BCE3436,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
673,21BCE3439,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
674,21BCE3440,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
675,21BCE3457,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
676,21BCE3458,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
677,21BCE3459,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
678,21BCE3459,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
679,21BCE3460,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
680,21BCE3468,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
681,21BCE3473,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
682,21BCE3473,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
683,21BCE3479,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
684,21BCE3480,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
685,21BCE3487,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
686,21BCE3493,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
687,21BCE3495,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
688,21BCE3496,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
689,21BCE3498,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
690,21BCE3500,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
691,21BCE3506,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
692,21BCE3506,VIT - Vellore,,LTIMindtree,BCE,4LPA
693,21BCE3506,VIT - Vellore,,Infosys,BCE,3.6LPA
694,21BCE3508,VIT - Vellore,,LTIMindtree,BCE,4LPA
695,21BCE3508,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
696,21BCE3515,VIT - Vellore,,Infosys,BCE,3.6LPA
697,21BCE3515,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
698,21BCE3525,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
699,21BCE3530,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
700,21BCE3534,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
701,21BCE3542,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
702,21BCE3548,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
703,21BCE3573,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
704,21BCE3573,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
705,21BCE3574,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
706,21BCE3582,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
707,21BCE3590,VIT - Vellore,,Infosys,BCE,3.6LPA
708,21BCE3590,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
709,21BCE3605,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
710,21BCE3626,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
711,21BCE3629,VIT - Vellore,,LTIMindtree,BCE,4LPA
712,21BCE3629,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
713,21BCE3633,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
714,21BCE3635,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
715,21BCE3660,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
716,21BCE3679,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
717,21BCE3695,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
718,21BCE3702,VIT - Vellore,GenC Next Select,Cognizant,BCE,5.4LPA
719,21BCE3707,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
720,21BCE3724,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
721,21BCE3727,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
722,21BCE3747,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
723,21BCE3749,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
724,21BCE3799,VIT - Vellore,,Infosys,BCE,3.6LPA
725,21BCE3803,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
726,21BCE3803,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
727,21BCE3806,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
728,21BCE3810,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
729,21BCE3821,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
730,21BCE3840,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
731,21BCE3856,VIT - Vellore,,Infosys,BCE,3.6LPA
732,21BCE3856,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
733,21BCE3862,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
734,21BCE3864,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
735,21BCE3864,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
736,21BCE3880,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
737,21BCE3885,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
738,21BCE3885,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
739,21BCE3907,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
740,21BCE3927,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
741,21BCE3949,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
742,21BCE3958,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
743,21BCE3959,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
744,21BCE3963,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
745,21BCE3967,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
746,21BCE3978,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
747,21BCE3979,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
748,21BCE3981,VIT - Vellore,GenC Select,Cognizant,BCE,4LPA
749,21BCE3983,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
750,21BCE3990,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
751,21BCE4010,VIT - Vellore,,Infosys,BCE,3.6LPA
752,21BCE4010,VIT - Vellore,Ninja,TCS,BCE,3.3LPA
753,21BCI0001,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
754,21BCI0010,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
755,21BCI0011,VIT - Vellore,,LTIMindtree,BCI,4LPA
756,21BCI0011,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
757,21BCI0013,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
758,21BCI0020,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
759,21BCI0021,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
760,21BCI0027,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
761,21BCI0029,VIT - Vellore,GenC Select,Cognizant,BCI,4LPA
762,21BCI0029,VIT - Vellore,,LTIMindtree,BCI,4LPA
763,21BCI0029,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
764,21BCI0034,VIT - Vellore,,LTIMindtree,BCI,4LPA
765,21BCI0034,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
766,21BCI0035,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
767,21BCI0037,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
768,21BCI0040,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
769,21BCI0051,VIT - Vellore,,Infosys,BCI,3.6LPA
770,21BCI0051,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
771,21BCI0065,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
772,21BCI0075,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
773,21BCI0078,VIT - Vellore,,LTIMindtree,BCI,4LPA
774,21BCI0086,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
775,21BCI0104,VIT - Vellore,,LTIMindtree,BCI,4LPA
776,21BCI0104,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
777,21BCI0109,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
778,21BCI0115,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
779,21BCI0122,VIT - Vellore,,Infosys,BCI,3.6LPA
780,21BCI0122,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
781,21BCI0128,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
782,21BCI0147,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
783,21BCI0153,VIT - Vellore,,LTIMindtree,BCI,4LPA
784,21BCI0157,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
785,21BCI0158,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
786,21BCI0166,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
787,21BCI0170,VIT - Vellore,,LTIMindtree,BCI,4LPA
788,21BCI0170,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
789,21BCI0171,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
790,21BCI0177,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
791,21BCI0182,VIT - Vellore,,Infosys,BCI,3.6LPA
792,21BCI0182,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
793,21BCI0183,VIT - Vellore,,Infosys,BCI,3.6LPA
794,21BCI0183,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
795,21BCI0186,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
796,21BCI0188,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
797,21BCI0191,VIT - Vellore,,LTIMindtree,BCI,4LPA
798,21BCI0191,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
799,21BCI0192,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
800,21BCI0199,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
801,21BCI0200,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
802,21BCI0220,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
803,21BCI0242,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
804,21BCI0263,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
805,21BCI0268,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
806,21BCI0277,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
807,21BCI0290,VIT - Vellore,,Infosys,BCI,3.6LPA
808,21BCI0291,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
809,21BCI0293,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
810,21BCI0308,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
811,21BCI0319,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
812,21BCI0325,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
813,21BCI0330,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
814,21BCI0355,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
815,21BCI0369,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
816,21BCI0374,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
817,21BCI0396,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
818,21BCI0399,VIT - Vellore,,LTIMindtree,BCI,4LPA
819,21BCI0399,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
820,21BCI0405,VIT - Vellore,GenC Select,Cognizant,BCI,4LPA
821,21BCI0418,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
822,21BCI0426,VIT - Vellore,Ninja,TCS,BCI,3.3LPA
823,21BCL0036,VIT - Vellore,Ninja,TCS,BCL,3.3LPA
824,21BCL0079,VIT - Vellore,Ninja,TCS,BCL,3.3LPA
825,21BCL0098,VIT - Vellore,Ninja,TCS,BCL,3.3LPA
826,21BCL0215,VIT - Vellore,Ninja,TCS,BCL,3.3LPA
827,21BCM0026,VIT - Vellore,Ninja,TCS,BCM,3.3LPA
828,21BCM0051,VIT - Vellore,Ninja,TCS,BCM,3.3LPA
829,21BCM0056,VIT - Vellore,Ninja,TCS,BCM,3.3LPA
830,21BCM0081,VIT - Vellore,Ninja,TCS,BCM,3.3LPA
831,21BCT0001,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
832,21BCT0002,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
833,21BCT0007,VIT - Vellore,,Infosys,BCT,3.6LPA
834,21BCT0010,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
835,21BCT0010,VIT - Vellore,,LTIMindtree,BCT,4LPA
836,21BCT0010,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
837,21BCT0018,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
838,21BCT0018,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
839,21BCT0042,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
840,21BCT0046,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
841,21BCT0046,VIT - Vellore,,LTIMindtree,BCT,4LPA
842,21BCT0046,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
843,21BCT0052,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
844,21BCT0075,VIT - Vellore,,LTIMindtree,BCT,4LPA
845,21BCT0075,VIT - Vellore,,Infosys,BCT,3.6LPA
846,21BCT0075,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
847,21BCT0082,VIT - Vellore,,Infosys,BCT,3.6LPA
848,21BCT0091,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
849,21BCT0100,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
850,21BCT0100,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
851,21BCT0101,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
852,21BCT0104,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
853,21BCT0106,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
854,21BCT0108,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
855,21BCT0133,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
856,21BCT0134,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
857,21BCT0134,VIT - Vellore,,LTIMindtree,BCT,4LPA
858,21BCT0134,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
859,21BCT0144,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
860,21BCT0153,VIT - Vellore,,Infosys,BCT,3.6LPA
861,21BCT0153,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
862,21BCT0195,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
863,21BCT0198,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
864,21BCT0205,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
865,21BCT0206,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
866,21BCT0214,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
867,21BCT0218,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
868,21BCT0221,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
869,21BCT0222,VIT - Vellore,,Infosys,BCT,3.6LPA
870,21BCT0228,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
871,21BCT0232,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
872,21BCT0253,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
873,21BCT0255,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
874,21BCT0259,VIT - Vellore,,Infosys,BCT,3.6LPA
875,21BCT0259,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
876,21BCT0266,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
877,21BCT0268,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
878,21BCT0274,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
879,21BCT0277,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
880,21BCT0278,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
881,21BCT0282,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
882,21BCT0282,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
883,21BCT0285,VIT - Vellore,,Infosys,BCT,3.6LPA
884,21BCT0285,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
885,21BCT0290,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
886,21BCT0292,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
887,21BCT0308,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
888,21BCT0308,VIT - Vellore,,LTIMindtree,BCT,4LPA
889,21BCT0308,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
890,21BCT0327,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
891,21BCT0330,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
892,21BCT0334,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
893,21BCT0338,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
894,21BCT0338,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
895,21BCT0339,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
896,21BCT0339,VIT - Vellore,,Infosys,BCT,3.6LPA
897,21BCT0344,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
898,21BCT0350,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
899,21BCT0358,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
900,21BCT0365,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
901,21BCT0368,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
902,21BCT0376,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
903,21BCT0408,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
904,21BCT0417,VIT - Vellore,GenC Select,Cognizant,BCT,4LPA
905,21BCT0422,VIT - Vellore,Ninja,TCS,BCT,3.3LPA
906,21BDS0004,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
907,21BDS0022,VIT - Vellore,,LTIMindtree,BDS,4LPA
908,21BDS0031,VIT - Vellore,,LTIMindtree,BDS,4LPA
909,21BDS0031,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
910,21BDS0035,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
911,21BDS0039,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
912,21BDS0047,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
913,21BDS0050,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
914,21BDS0061,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
915,21BDS0083,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
916,21BDS0097,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
917,21BDS0097,VIT - Vellore,,LTIMindtree,BDS,4LPA
918,21BDS0097,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
919,21BDS0107,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
920,21BDS0109,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
921,21BDS0129,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
922,21BDS0129,VIT - Vellore,,Infosys,BDS,3.6LPA
923,21BDS0129,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
924,21BDS0140,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
925,21BDS0145,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
926,21BDS0150,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
927,21BDS0154,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
928,21BDS0168,VIT - Vellore,GenC Select,Cognizant,BDS,4LPA
929,21BDS0168,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
930,21BDS0178,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
931,21BDS0185,VIT - Vellore,Ninja,TCS,BDS,3.3LPA
