S. No.,Reg_No,Campus,Package,Company,Branch,CTC
1239,21BEE0096,VIT - Vellore,GenC Select,Cognizant,BEE,4LPA
1240,21BEE0096,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1241,21BEE0106,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1242,21BEE0107,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1243,21BEE0108,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1244,21BEE0122,VIT - Vellore,GenC Select,Cognizant,BEE,4LPA
1245,21BEE0122,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1246,21BEE0141,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1247,21BEE0160,VIT - Vellore,GenC Select,Cognizant,BEE,4LPA
1248,21BEE0160,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1249,21BEE0162,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1250,21BEE0166,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1251,21BEE0167,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1252,21BEE0195,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1253,21BEE0221,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1254,21BEE0225,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1255,21BEE0256,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1256,21BEE0294,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1257,21BEE0295,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1258,21BEE0316,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1259,21BEE0362,VIT - Vellore,,Infosys,BEE,3.6LPA
1260,21BEE0376,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1261,21BEE0377,VIT - Vellore,Ninja,TCS,BEE,3.3LPA
1262,21BEI0001,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1263,21BEI0008,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1264,21BEI0018,VIT - Vellore,,Infosys,BEI,3.6LPA
1265,21BEI0018,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1266,21BEI0019,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1267,21BEI0048,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1268,21BEI0055,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1269,21BEI0062,VIT - Vellore,,LTIMindtree,BEI,4LPA
1270,21BEI0067,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1271,21BEI0072,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1272,21BEI0078,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1273,21BEI0109,VIT - Vellore,Ninja,TCS,BEI,3.3LPA
1274,21BIT0005,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1275,21BIT0011,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1276,21BIT0013,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1277,21BIT0028,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1278,21BIT0032,VIT - Vellore,,Infosys,BIT,3.6LPA
1279,21BIT0032,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1280,21BIT0034,VIT - Vellore,,LTIMindtree,BIT,4LPA
1281,21BIT0035,VIT - Vellore,,LTIMindtree,BIT,4LPA
1282,21BIT0040,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1283,21BIT0041,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1284,21BIT0042,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1285,21BIT0064,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1286,21BIT0065,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1287,21BIT0080,VIT - Vellore,,Infosys,BIT,3.6LPA
1288,21BIT0080,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1289,21BIT0083,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1290,21BIT0084,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1291,21BIT0084,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1292,21BIT0086,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1293,21BIT0088,VIT - Vellore,,Infosys,BIT,3.6LPA
1294,21BIT0092,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1295,21BIT0101,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1296,21BIT0133,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1297,21BIT0138,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1298,21BIT0140,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1299,21BIT0141,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1300,21BIT0152,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1301,21BIT0156,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1302,21BIT0159,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1303,21bit0159,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1304,21BIT0166,VIT - Vellore,,Infosys,BIT,3.6LPA
1305,21BIT0166,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1306,21BIT0174,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1307,21BIT0178,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1308,21BIT0183,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1309,21BIT0184,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1310,21BIT0192,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1311,21BIT0192,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1312,21BIT0197,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1313,21BIT0199,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1314,21BIT0215,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1315,21BIT0219,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1316,21BIT0219,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1317,21BIT0220,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1318,21BIT0224,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1319,21BIT0227,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1320,21BIT0227,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1321,21BIT0241,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1322,21BIT0243,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1323,21BIT0250,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1324,21BIT0253,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1325,21BIT0263,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1326,21BIT0266,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1327,21BIT0266,VIT - Vellore,,Infosys,BIT,3.6LPA
1328,21BIT0266,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1329,21BIT0269,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1330,21BIT0286,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1331,21BIT0288,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1332,21BIT0288,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1333,21BIT0290,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1334,21BIT0290,VIT - Vellore,,LTIMindtree,BIT,4LPA
1335,21BIT0293,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1336,21BIT0293,VIT - Vellore,,Infosys,BIT,3.6LPA
1337,21BIT0306,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1338,21BIT0309,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1339,21BIT0309,VIT - Vellore,,LTIMindtree,BIT,4LPA
1340,21BIT0310,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1341,21BIT0312,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1342,21BIT0331,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1343,21BIT0331,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1344,21BIT0337,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1345,21BIT0349,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1346,21BIT0353,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1347,21BIT0364,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1348,21BIT0364,VIT - Vellore,,Infosys,BIT,3.6LPA
1349,21BIT0364,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1350,21BIT0367,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1351,21BIT0381,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1352,21BIT0384,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1353,21BIT0390,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1354,21BIT0393,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1355,21BIT0395,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1356,21BIT0395,VIT - Vellore,,Infosys,BIT,3.6LPA
1357,21BIT0395,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1358,21BIT0405,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1359,21BIT0409,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1360,21BIT0418,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1361,21BIT0421,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1362,21BIT0421,VIT - Vellore,,LTIMindtree,BIT,4LPA
1363,21BIT0424,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1364,21BIT0431,VIT - Vellore,,LTIMindtree,BIT,4LPA
1365,21BIT0434,VIT - Vellore,,LTIMindtree,BIT,4LPA
1366,21BIT0434,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1367,21BIT0439,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1368,21BIT0439,VIT - Vellore,,LTIMindtree,BIT,4LPA
1369,21BIT0439,VIT - Vellore,,Infosys,BIT,3.6LPA
1370,21BIT0439,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1371,21BIT0444,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1372,21BIT0447,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1373,21BIT0451,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1374,21BIT0451,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1375,21BIT0452,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1376,21BIT0459,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1377,21BIT0459,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1378,21BIT0461,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1379,21BIT0472,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1380,21BIT0472,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1381,21BIT0477,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1382,21BIT0478,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1383,21BIT0478,VIT - Vellore,,LTIMindtree,BIT,4LPA
1384,21BIT0483,VIT - Vellore,,Infosys,BIT,3.6LPA
1385,21BIT0488,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1386,21BIT0488,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1387,21BIT0495,VIT - Vellore,,Infosys,BIT,3.6LPA
1388,21BIT0501,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1389,21BIT0501,VIT - Vellore,,LTIMindtree,BIT,4LPA
1390,21BIT0503,VIT - Vellore,,Infosys,BIT,3.6LPA
1391,21BIT0522,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1392,21BIT0523,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1393,21BIT0538,VIT - Vellore,,LTIMindtree,BIT,4LPA
1394,21BIT0541,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1395,21BIT0542,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1396,21BIT0549,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1397,21BIT0550,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1398,21BIT0552,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1399,21BIT0565,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1400,21BIT0575,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1401,21BIT0575,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1402,21BIT0585,VIT - Vellore,,Infosys,BIT,3.6LPA
1403,21BIT0588,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1404,21BIT0596,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1405,21BIT0616,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1406,21BIT0616,VIT - Vellore,,LTIMindtree,BIT,4LPA
1407,21BIT0616,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1408,21BIT0621,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1409,21BIT0632,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1410,21BIT0632,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1411,21BIT0634,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1412,21BIT0634,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1413,21BIT0637,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1414,21BIT0640,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1415,21BIT0640,VIT - Vellore,,LTIMindtree,BIT,4LPA
1416,21BIT0641,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1417,21BIT0653,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1418,21BIT0662,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1419,21BIT0663,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1420,21BIT0679,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1421,21BIT0680,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1422,21BIT0681,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1423,21BIT0685,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1424,21BIT0686,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1425,21BIT0687,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1426,21BIT0691,VIT - Vellore,GenC Select,Cognizant,BIT,4LPA
1427,21BIT0696,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1428,21BIT0699,VIT - Vellore,,Infosys,BIT,3.6LPA
1429,21BIT0705,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1430,21BIT0706,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1431,21BIT0715,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1432,21BIT0731,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1433,21BIT0738,VIT - Vellore,,LTIMindtree,BIT,4LPA
1434,21BIT0738,VIT - Vellore,Ninja,TCS,BIT,3.3LPA
1435,21BKT0008,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1436,21BKT0010,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1437,21BKT0012,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1438,21BKT0021,VIT - Vellore,GenC Select,Cognizant,BKT,4LPA
1439,21BKT0021,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1440,21BKT0037,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1441,21BKT0053,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1442,21BKT0058,VIT - Vellore,GenC Next Select,Cognizant,BKT,5.4LPA
1443,21BKT0060,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1444,21BKT0062,VIT - Vellore,,LTIMindtree,BKT,4LPA
1445,21BKT0062,VIT - Vellore,,Infosys,BKT,3.6LPA
1446,21BKT0062,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1447,21BKT0067,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1448,21BKT0074,VIT - Vellore,GenC Next Select,Cognizant,BKT,5.4LPA
1449,21BKT0076,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1450,21BKT0077,VIT - Vellore,,LTIMindtree,BKT,4LPA
1451,21BKT0077,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1452,21BKT0079,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1453,21BKT0083,VIT - Vellore,,LTIMindtree,BKT,4LPA
1454,21BKT0083,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1455,21BKT0084,VIT - Vellore,GenC Next Select,Cognizant,BKT,5.4LPA
1456,21BKT0088,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1457,21BKT0099,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1458,21BKT0100,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1459,21BKT0105,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1460,21BKT0112,VIT - Vellore,GenC Select,Cognizant,BKT,4LPA
1461,21BKT0112,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1462,21BKT0114,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1463,21BKT0136,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1464,21BKT0149,VIT - Vellore,GenC Select,Cognizant,BKT,4LPA
1465,21BKT0165,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1466,21BKT0172,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1467,21BKT0173,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1468,21BKT0174,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1469,21BKT0195,VIT - Vellore,Ninja,TCS,BKT,3.3LPA
1470,21BMA0053,VIT - Vellore,Ninja,TCS,BMA,3.3LPA
1471,21BMA0070,VIT - Vellore,Ninja,TCS,BMA,3.3LPA
1472,21BME0023,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1473,21BME0050,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1474,21BME0075,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1475,21BME0161,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1476,21BME0164,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1477,21BME0165,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1478,21BME0221,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1479,21BME0224,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1480,21BME0287,VIT - Vellore,GenC Select,Cognizant,BME,4LPA
1481,21BME0321,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1482,21BME0328,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1483,21BME0351,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1484,21BME0363,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1485,21BME0484,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1486,21BME0498,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1487,21BME0502,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1488,21BME0518,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1489,21BME0541,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1490,21BME0652,VIT - Vellore,Ninja,TCS,BME,3.3LPA
1491,21BML0007,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1492,21BML0011,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1493,21BML0032,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1494,21BML0064,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1495,21BML0093,VIT - Vellore,GenC Select,Cognizant,BML,4LPA
1496,21BML0093,VIT - Vellore,,LTIMindtree,BML,4LPA
1497,21BML0093,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1498,21BML0096,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1499,21BML0097,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1500,21BML0106,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1501,21BML0115,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1502,21BML0117,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1503,21BML0122,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1504,21BML0125,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1505,21BML0126,VIT - Vellore,,LTIMindtree,BML,4LPA
1506,21BML0126,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1507,21BML0128,VIT - Vellore,,LTIMindtree,BML,4LPA
1508,21BML0128,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1509,21BML0138,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1510,21BML0146,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1511,21BML0151,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1512,21BML0154,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1513,21BML0155,VIT - Vellore,GenC Select,Cognizant,BML,4LPA
1514,21BML0155,VIT - Vellore,,LTIMindtree,BML,4LPA
1515,21BML0155,VIT - Vellore,,Infosys,BML,3.6LPA
1516,21BML0161,VIT - Vellore,Ninja,TCS,BML,3.3LPA
1517,21BMM0019,VIT - Vellore,Ninja,TCS,BMM,3.3LPA
1784,21BAI1002,VIT - Chennai,,Infosys,BAI,3.6LPA
1785,21BAI1010,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1786,21BAI1015,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1787,21bai1018,VIT - Chennai,,Infosys,BAI,3.6LPA
1788,21BAI1018,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1789,21BAI1019,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1790,21BAI1020,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1791,21BAI1020,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1792,21BAI1025,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1793,21BAI1028,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1794,21BAI1029,VIT - Chennai,,Infosys,BAI,3.6LPA
1795,21BAI1029,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1796,21BAI1032,VIT - Chennai,,LTIMindtree,BAI,4LPA
1797,21BAI1032,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1798,21BAI1032,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1799,21BAI1034,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1800,21BAI1039,VIT - Chennai,,Infosys,BAI,3.6LPA
1801,21BAI1039,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1802,21BAI1042,VIT - Chennai,,LTIMindtree,BAI,4LPA
1803,21BAI1042,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1804,21BAI1051,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1805,21BAI1052,VIT - Chennai,,Infosys,BAI,3.6LPA
1806,21BAI1052,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1807,21BAI1054,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1808,21BAI1062,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1809,21BAI1071,VIT - Chennai,,LTIMindtree,BAI,4LPA
1810,21BAI1071,VIT - Chennai,,Infosys,BAI,3.6LPA
1811,21BAI1074,VIT - Chennai,GenC Next Select,Cognizant,BAI,5.4LPA
1812,21BAI1075,VIT - Chennai,,Infosys,BAI,3.6LPA
1813,21BAI1075,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1814,21BAI1079,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1815,21bai1084,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1816,21BAI1088,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1817,21BAI1104,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1818,21BAI1104,VIT - Chennai,,LTIMindtree,BAI,4LPA
1819,21bai1104,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1820,21BAI1108,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1821,21BAI1115,VIT - Chennai,GenC Next Select,Cognizant,BAI,5.4LPA
1822,21BAI1116,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1823,21BAI1119,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1824,21BAI1121,VIT - Chennai,,Infosys,BAI,3.6LPA
1825,21BAI1121,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1826,21BAI1125,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1827,21BAI1126,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1828,21BAI1148,VIT - Chennai,GenC Next Select,Cognizant,BAI,5.4LPA
1829,21BAI1154,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1830,21BAI1162,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1831,21BAI1164,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1832,21BAI1164,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1833,21BAI1176,VIT - Chennai,,Infosys,BAI,3.6LPA
1834,21BAI1176,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1835,21BAI1177,VIT - Chennai,,LTIMindtree,BAI,4LPA
1836,21BAI1177,VIT - Chennai,,Infosys,BAI,3.6LPA
1837,21BAI1177,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1838,21BAI1184,VIT - Chennai,,Infosys,BAI,3.6LPA
1839,21BAI1184,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1840,21BAI1188,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1841,21BAI1190,VIT - Chennai,,Infosys,BAI,3.6LPA
1842,21BAI1190,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1843,21BAI1191,VIT - Chennai,,Infosys,BAI,3.6LPA
1844,21BAI1191,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1845,21BAI1196,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1846,21BAI1197,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1847,21BAI1197,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1848,21BAI1204,VIT - Chennai,,Infosys,BAI,3.6LPA
1849,21BAI1204,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1850,21BAI1209,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1851,21BAI1214,VIT - Chennai,,Infosys,BAI,3.6LPA
1852,21BAI1214,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1853,21BAI1217,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1854,21BAI1217,VIT - Chennai,,Infosys,BAI,3.6LPA
1855,21BAI1217,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1856,21BAI1225,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1857,21BAI1231,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1858,21BAI1233,VIT - Chennai,GenC Select,Cognizant,BAI,4LPA
1859,21BAI1240,VIT - Chennai,,Infosys,BAI,3.6LPA
1860,21BAI1240,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1861,21BAI1243,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1862,21BAI1244,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1863,21BAI1250,VIT - Chennai,,Infosys,BAI,3.6LPA
1864,21BAI1252,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1865,21BAI1254,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
1866,21BAI1259,VIT - Chennai,Ninja,TCS,BAI,3.3LPA
