CODE,TITLE,TYPE,VENUE,SLOT,FACULTY
"BSTS301P","Advanced Competitive Coding - I","SS","TT523","F2+TF2","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT530","F1+TF1","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","TT530","F2+TF2","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB212","F2+TF2","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB211","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB211","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB212","F1+TF1","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB213","F1+TF1","ETHNUS (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB213","F2+TF2","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB214","F1+TF1","FACE (APT)"
"BSTS301P","Advanced Competitive Coding - I","SS","MB214","F2+TF2","ETHNUS (APT)"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","VIJAYAKUMAR V"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","PUNDLIK RAMBHAU BHAGAT"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","SENTHILKUMAR S"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","PALANISAMI N"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","THENMOZHI K"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","SATISH KUMAR G"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","LOGESH MATHIVATHANAN"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","SARVESWARI S"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","SASIKUMAR S"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","ASHARANI I.V"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","ARUNPRASAD M"
"BCHY102N","Environmental Sciences","OC","NIL","NIL","SRINIVASAN LATHA"
"BSSC102N","Indian Constitution","OC","NIL","NIL","SALMAN HAIDER"
"BSSC102N","Indian Constitution","OC","NIL","NIL","SHAHID HAMID RAINA"
"BSSC102N","Indian Constitution","OC","NIL","NIL","MULUGU S NEELOTPAL"
"BSSC102N","Indian Constitution","OC","NIL","NIL","RAMNATH REGHUNADHAN"
"BSSC102N","Indian Constitution","OC","NIL","NIL","RUPAK KUMAR"
"BSSC102N","Indian Constitution","OC","NIL","NIL","AQUIB PARVEZ"
"BSSC102N","Indian Constitution","OC","NIL","NIL","RIZWAN AHMAD"
"BSSC102N","Indian Constitution","OC","NIL","NIL","ADIL AHMAD SHAH"
